"No.","Time","Source","Destination","Protocol","Length","Info"
"834","16.127719","192.168.178.42","5.200.6.174","UDP","227","63494  >  50004 Len=185"
"835","16.139790","fe80::59ae:66a4:fbf4:c364","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"836","16.140100","192.168.178.42","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"837","16.140459","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"838","16.141429","fe80::59ae:66a4:fbf4:c364","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"839","16.141512","192.168.178.42","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"840","16.150589","fe80::59ae:66a4:fbf4:c364","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"841","16.150787","192.168.178.42","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"842","16.152439","192.168.178.42","224.0.0.251","MDNS","80","Standard query 0x0000 ANY BrunoFrancesco.local, ""QM"" question"
"843","16.153184","192.168.178.42","224.0.0.251","MDNS","118","Standard query response 0x0000 AAAA fe80::59ae:66a4:fbf4:c364 A 192.168.178.42"
"844","16.153227","fe80::59ae:66a4:fbf4:c364","ff02::fb","MDNS","100","Standard query 0x0000 ANY BrunoFrancesco.local, ""QM"" question"
"845","16.153891","fe80::59ae:66a4:fbf4:c364","ff02::fb","MDNS","138","Standard query response 0x0000 AAAA fe80::59ae:66a4:fbf4:c364 A 192.168.178.42"
"846","16.154800","192.168.178.42","5.200.6.174","UDP","219","63494  >  50004 Len=177"
"847","16.155795","192.168.178.42","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"848","16.156231","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"849","16.157548","fe80::59ae:66a4:fbf4:c364","ff02::1:3","LLMNR","94","Standard query 0x4cfb ANY BrunoFrancesco"
"850","16.157792","192.168.178.42","224.0.0.252","LLMNR","74","Standard query 0x4cfb ANY BrunoFrancesco"
"851","16.158598","192.168.178.42","224.0.0.251","MDNS","80","Standard query 0x0000 ANY BrunoFrancesco.local, ""QM"" question"
"852","16.159024","fe80::59ae:66a4:fbf4:c364","ff02::fb","MDNS","100","Standard query 0x0000 ANY BrunoFrancesco.local, ""QM"" question"
"853","16.159469","192.168.178.42","224.0.0.251","MDNS","118","Standard query response 0x0000 AAAA fe80::59ae:66a4:fbf4:c364 A 192.168.178.42"
"854","16.159639","fe80::59ae:66a4:fbf4:c364","ff02::fb","MDNS","138","Standard query response 0x0000 AAAA fe80::59ae:66a4:fbf4:c364 A 192.168.178.42"
"855","16.165718","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"856","16.167604","192.168.178.1","192.168.178.42","SSDP","366","HTTP/1.1 200 OK "
"857","16.172621","192.168.178.42","192.168.178.1","DNS","88","Standard query 0x049d PTR 254.177.168.192.in-addr.arpa"
"858","16.173860","192.168.178.1","192.168.178.42","DNS","147","Standard query response 0x049d No such name PTR 254.177.168.192.in-addr.arpa SOA localhost"
"859","16.174124","192.168.178.42","192.168.177.254","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"860","16.174475","fe80::59ae:66a4:fbf4:c364","ff02::1:3","LLMNR","108","Standard query 0x3ac6 PTR 254.177.168.192.in-addr.arpa"
"861","16.174551","192.168.178.42","224.0.0.252","LLMNR","88","Standard query 0x3ac6 PTR 254.177.168.192.in-addr.arpa"
"862","16.178572","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"863","16.189458","192.168.178.42","5.200.6.174","UDP","206","63494  >  50004 Len=164"
"864","16.197870","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"865","16.199887","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"866","16.206684","192.168.178.42","5.200.6.174","UDP","198","63494  >  50004 Len=156"
"867","16.217215","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"868","16.227982","192.168.178.42","5.200.6.174","UDP","169","63494  >  50004 Len=127"
"869","16.240571","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"870","16.249102","192.168.178.42","5.200.6.174","UDP","155","63494  >  50004 Len=113"
"871","16.256913","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"872","16.264316","192.168.178.42","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"873","16.264379","fe80::59ae:66a4:fbf4:c364","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"874","16.269886","192.168.178.42","5.200.6.174","UDP","176","63494  >  50004 Len=134"
"875","16.280171","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"876","16.285557","192.168.178.42","5.200.6.174","UDP","209","63494  >  50004 Len=167"
"877","16.298302","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"878","16.307746","192.168.178.42","5.200.6.174","UDP","229","63494  >  50004 Len=187"
"879","16.330012","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"880","16.345979","192.168.178.42","5.200.6.174","UDP","213","63494  >  50004 Len=171"
"881","16.369095","192.168.178.42","5.200.6.174","UDP","209","63494  >  50004 Len=167"
"882","16.386301","192.168.178.42","5.200.6.174","UDP","214","63494  >  50004 Len=172"
"883","16.409218","192.168.178.42","5.200.6.174","UDP","217","63494  >  50004 Len=175"
"884","16.429406","AVMAudio_df:a3:8a","Broadcast","ARP","60","Who has 192.168.178.33? Tell 192.168.178.1"
"885","16.429694","192.168.178.42","5.200.6.174","UDP","227","63494  >  50004 Len=185"
"886","16.447439","192.168.178.42","5.200.6.174","UDP","218","63494  >  50004 Len=176"
"887","16.460403","fe80::464e:6dff:fedf:a38a","ff02::1:3","LLMNR","94","Standard query 0x62f1 AAAA BrunoFrancesco"
"888","16.460430","192.168.178.1","224.0.0.252","LLMNR","74","Standard query 0x7c7f A BrunoFrancesco"
"889","16.460723","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","LLMNR","136","Standard query response 0x62f1 AAAA BrunoFrancesco AAAA fe80::59ae:66a4:fbf4:c364"
"890","16.460845","192.168.178.42","192.168.178.1","LLMNR","104","Standard query response 0x7c7f A BrunoFrancesco A 192.168.178.42"
"891","16.468736","192.168.178.42","5.200.6.174","UDP","220","63494  >  50004 Len=178"
"892","16.483511","192.168.178.42","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"893","16.486489","192.168.178.42","5.200.6.174","UDP","220","63494  >  50004 Len=178"
"894","16.508520","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"895","16.530169","192.168.178.42","5.200.6.174","UDP","216","63494  >  50004 Len=174"
"896","16.546599","192.168.178.42","5.200.6.174","UDP","223","63494  >  50004 Len=181"
"897","16.568922","192.168.178.42","5.200.6.174","UDP","210","63494  >  50004 Len=168"
"898","16.572467","192.168.178.23","192.168.178.42","UDP","557","34471  >  49883 Len=515"
"899","16.585947","192.168.178.42","5.200.6.174","UDP","165","63494  >  50004 Len=123"
"900","16.591558","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"901","16.592544","fe80::59ae:66a4:fbf4:c364","ff02::1:3","LLMNR","108","Standard query 0x3ac6 PTR 254.177.168.192.in-addr.arpa"
"902","16.592646","192.168.178.42","224.0.0.252","LLMNR","88","Standard query 0x3ac6 PTR 254.177.168.192.in-addr.arpa"
"903","16.608021","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"904","16.630074","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"905","16.633527","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=750 Win=182 Len=0"
"906","16.647737","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"907","16.669861","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"908","16.682871","149.154.167.92","192.168.178.42","SSL","1294","Continuation Data"
"909","16.682871","149.154.167.92","192.168.178.42","SSL","326","Continuation Data"
"910","16.682925","192.168.178.42","149.154.167.92","TCP","54","6552  >  443 [ACK] Seq=259 Ack=1938 Win=1026 Len=0"
"911","16.687328","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"912","16.710087","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"913","16.726862","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"914","16.747715","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"915","16.769912","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"916","16.787132","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"917","16.826296","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","HTTP","268","GET /igd2desc.xml HTTP/1.1 "
"918","16.829122","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","TCP","393","49000  >  4404 [PSH, ACK] Seq=5144 Ack=582 Win=17664 Len=319 [TCP segment of a reassembled PDU]"
"919","16.829361","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","TCP","1514","49000  >  4404 [ACK] Seq=5463 Ack=582 Win=17664 Len=1440 [TCP segment of a reassembled PDU]"
"920","16.829361","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","TCP","1514","49000  >  4404 [ACK] Seq=6903 Ack=582 Win=17664 Len=1440 [TCP segment of a reassembled PDU]"
"921","16.829399","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","TCP","74","4404  >  49000 [ACK] Seq=582 Ack=8343 Win=263424 Len=0"
"922","16.830002","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","HTTP/XML","643","HTTP/1.1 200 OK "
"923","16.830061","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","TCP","74","4404  >  49000 [ACK] Seq=582 Ack=8912 Win=262912 Len=0"
"924","17.092663","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"925","17.092810","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"926","17.092810","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"927","17.199139","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"928","17.393393","HuaweiTe_93:2f:a0","Broadcast","ARP","60","Who has 192.168.178.1? Tell 192.168.178.24"
"929","17.435664","192.168.178.42","192.168.178.1","TCP","66","4405  >  49000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"930","17.436350","192.168.178.1","192.168.178.42","TCP","66","49000  >  4405 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=64"
"931","17.436422","192.168.178.42","192.168.178.1","TCP","54","4405  >  49000 [ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"932","17.436522","192.168.178.42","192.168.178.1","HTTP","252","GET /igddesc.xml HTTP/1.1 "
"933","17.437583","192.168.178.1","192.168.178.42","TCP","60","49000  >  4405 [ACK] Seq=1 Ack=199 Win=15680 Len=0"
"934","17.445644","192.168.178.1","192.168.178.42","TCP","335","49000  >  4405 [PSH, ACK] Seq=1 Ack=199 Win=15680 Len=281 [TCP segment of a reassembled PDU]"
"935","17.446184","192.168.178.1","192.168.178.42","TCP","1514","49000  >  4405 [ACK] Seq=282 Ack=199 Win=15680 Len=1460 [TCP segment of a reassembled PDU]"
"936","17.446184","192.168.178.1","192.168.178.42","TCP","1514","49000  >  4405 [ACK] Seq=1742 Ack=199 Win=15680 Len=1460 [TCP segment of a reassembled PDU]"
"937","17.446232","192.168.178.42","192.168.178.1","TCP","54","4405  >  49000 [ACK] Seq=199 Ack=3202 Win=2102272 Len=0"
"938","17.446831","192.168.178.1","192.168.178.42","HTTP/XML","546","HTTP/1.1 200 OK "
"939","17.446870","192.168.178.42","192.168.178.1","TCP","54","4405  >  49000 [ACK] Seq=199 Ack=3695 Win=2101760 Len=0"
"940","17.447084","192.168.178.42","192.168.178.1","TCP","54","4405  >  49000 [FIN, ACK] Seq=199 Ack=3695 Win=2101760 Len=0"
"941","17.447549","192.168.178.1","192.168.178.42","TCP","60","49000  >  4405 [ACK] Seq=3695 Ack=200 Win=15680 Len=0"
"942","17.470804","192.168.178.42","192.168.178.1","HTTP","541","GET /internet/inetstat_monitor.lua?sid=70d46de0bd50a869&myXhr=1&action=get_graphic&useajax=1&xhr=1&t1605544270087=nocache HTTP/1.1 "
"943","17.471635","192.168.178.1","192.168.178.42","TCP","60","80  >  4315 [ACK] Seq=2573 Ack=1462 Win=660 Len=0"
"944","17.497062","192.168.178.42","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"945","17.597173","192.168.178.23","192.168.178.42","UDP","557","40112  >  49883 Len=515"
"946","17.660977","192.168.178.1","192.168.178.42","TCP","74","[TCP Retransmission] 53675  >  80 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=110940474 TSecr=0 WS=64"
"947","17.683519","192.168.178.42","149.154.167.92","SSL","239","Continuation Data"
"948","17.685740","192.168.178.42","192.168.177.254","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"949","17.688121","192.168.178.42","5.200.6.174","RTCP","94","Receiver Report   "
"950","17.706614","192.168.178.1","192.168.178.42","HTTP","1338","HTTP/1.1 200 OK  (text/html)"
"951","17.730035","149.154.167.92","192.168.178.42","TCP","60","443  >  6552 [ACK] Seq=1938 Ack=444 Win=32768 Len=0"
"952","17.730074","192.168.178.42","149.154.167.92","SSL","159","Continuation Data"
"953","17.739799","149.154.167.92","192.168.178.42","TCP","159","443  >  6552 [PSH, ACK] Seq=1938 Ack=444 Win=32768 Len=105"
"954","17.747080","192.168.178.42","192.168.178.1","TCP","54","4315  >  80 [ACK] Seq=1462 Ack=3857 Win=8212 Len=0"
"955","17.794966","192.168.178.42","149.154.167.92","TCP","54","6552  >  443 [ACK] Seq=549 Ack=2043 Win=1026 Len=0"
"956","17.850353","149.154.167.92","192.168.178.42","SSL","802","Continuation Data"
"957","17.903644","192.168.178.42","149.154.167.92","TCP","54","6552  >  443 [ACK] Seq=549 Ack=2791 Win=1023 Len=0"
"958","18.047689","192.168.178.42","162.159.138.234","TLSv1.2","115","Application Data"
"959","18.336668","192.168.178.42","162.159.138.234","TCP","115","[TCP Retransmission] 3420  >  443 [PSH, ACK] Seq=750 Ack=58 Win=1026 Len=61"
"960","18.471870","192.168.178.42","192.168.178.1","HTTP","553","GET /internet/inetstat_monitor.lua?sid=70d46de0bd50a869&no_sidrenew=1&myXhr=1&action=get_table&useajax=1&xhr=1&t1605544271087=nocache HTTP/1.1 "
"961","18.472492","192.168.178.1","192.168.178.42","TCP","60","80  >  4315 [ACK] Seq=3857 Ack=1961 Win=660 Len=0"
"962","18.608894","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=811 Win=182 Len=0"
"963","18.642685","162.159.138.234","192.168.178.42","TLSv1.2","111","Application Data"
"964","18.695820","192.168.178.42","162.159.138.234","TCP","54","3420  >  443 [ACK] Seq=811 Ack=115 Win=1026 Len=0"
"965","18.712500","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"966","18.777657","162.159.138.234","192.168.178.42","TCP","66","[TCP Dup ACK 962#1] 443  >  3420 [ACK] Seq=115 Ack=811 Win=182 Len=0 SLE=750 SRE=811"
"967","18.978921","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"968","18.996585","192.168.178.42","5.200.6.174","UDP","133","63494  >  50004 Len=91"
"969","19.012036","192.168.178.42","5.200.6.174","UDP","131","63494  >  50004 Len=89"
"970","19.028646","192.168.178.42","5.200.6.174","UDP","156","63494  >  50004 Len=114"
"971","19.049696","192.168.178.1","192.168.178.42","TCP","1514","80  >  4315 [ACK] Seq=3857 Ack=1961 Win=660 Len=1460 [TCP segment of a reassembled PDU]"
"972","19.049696","192.168.178.1","192.168.178.42","HTTP","785","HTTP/1.1 200 OK  (text/html)"
"973","19.049858","192.168.178.42","192.168.178.1","TCP","54","4315  >  80 [ACK] Seq=1961 Ack=6048 Win=8212 Len=0"
"974","19.052422","192.168.178.42","5.200.6.174","UDP","181","63494  >  50004 Len=139"
"975","19.069259","192.168.178.42","5.200.6.174","UDP","270","63494  >  50004 Len=228"
"976","19.092152","192.168.178.42","5.200.6.174","UDP","258","63494  >  50004 Len=216"
"977","19.093516","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"978","19.093653","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"979","19.093653","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"980","19.109623","192.168.178.42","5.200.6.174","UDP","190","63494  >  50004 Len=148"
"981","19.131943","192.168.178.42","5.200.6.174","UDP","257","63494  >  50004 Len=215"
"982","19.148751","192.168.178.42","5.200.6.174","UDP","245","63494  >  50004 Len=203"
"983","19.163573","192.168.178.42","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"984","19.166286","192.168.178.1","192.168.178.42","SSDP","366","HTTP/1.1 200 OK "
"985","19.169893","192.168.178.42","5.200.6.174","UDP","245","63494  >  50004 Len=203"
"986","19.191559","192.168.178.42","5.200.6.174","UDP","240","63494  >  50004 Len=198"
"987","19.193625","192.168.178.42","192.168.177.254","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"988","19.208880","192.168.178.42","5.200.6.174","UDP","241","63494  >  50004 Len=199"
"989","19.224232","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"990","19.229885","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"991","19.251978","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"992","19.268810","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"993","19.269800","192.168.178.42","162.159.138.234","TCP","226","[TCP Retransmission] 3420  >  443 [PSH, ACK] Seq=811 Ack=115 Win=1026 Len=172"
"994","19.290865","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"995","19.308141","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"996","19.332047","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"997","19.348194","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"998","19.368697","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"999","19.390991","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"1000","19.407050","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"1001","19.578614","192.168.178.42","162.159.138.234","TCP","226","[TCP Retransmission] 3420  >  443 [PSH, ACK] Seq=811 Ack=115 Win=1026 Len=172"
"1002","19.757312","192.168.178.24","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"1003","19.841682","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=115 Ack=897 Win=182 Len=0"
"1004","19.859470","192.168.178.24","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1005","20.020262","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
