"No.","Time","Source","Destination","Protocol","Length","Info"
"261","6.958881","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"262","6.979177","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"263","7.038729","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"264","7.039178","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"265","7.088880","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"266","7.088880","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"267","7.089054","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"268","7.273675","192.168.178.51","224.0.0.251","MDNS","136","Standard query 0x0052 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"269","7.355981","192.168.178.23","224.0.0.251","MDNS","394","Standard query response 0x0000 PTR TIM_BOX-34814c8e419c5f13e44a8be1a3e4ece0._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 34814c8e-419c-5f13-e44a-8be1a3e4ece0.local A, cache flush 192.168.178.23"
"270","7.391426","5.200.6.174","192.168.178.42","UDP","179","50004  >  63494 Len=137"
"271","7.499538","192.168.178.42","5.200.6.174","RTCP","102","Sender Report   "
"272","7.518605","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"273","7.583903","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"274","7.584351","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"275","7.593929","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"276","7.614123","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"277","7.632264","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"278","7.652175","5.200.6.174","192.168.178.42","UDP","181","50004  >  63494 Len=139"
"279","7.674362","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"280","7.679337","5.200.6.174","192.168.178.42","UDP","175","50004  >  63494 Len=133"
"281","7.699088","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"282","7.718923","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"283","7.735655","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"284","7.757752","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"285","7.778296","5.200.6.174","192.168.178.42","UDP","181","50004  >  63494 Len=139"
"286","7.807338","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"287","7.818254","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"288","7.841099","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"289","7.861022","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"290","7.880991","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"291","7.903216","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"292","7.906601","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"293","7.907119","5.200.6.174","192.168.178.42","UDP","179","50004  >  63494 Len=137"
"294","7.907119","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"295","7.907119","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"296","7.908007","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"297","7.908007","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"298","7.908007","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"299","7.908007","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"300","7.912053","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"301","7.912053","5.200.6.174","192.168.178.42","UDP","177","50004  >  63494 Len=135"
"302","7.912053","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"303","7.912053","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"304","7.912053","5.200.6.174","192.168.178.42","UDP","177","50004  >  63494 Len=135"
"305","7.912053","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"306","7.912053","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"307","7.912053","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"308","7.912053","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"309","7.912053","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"310","7.912222","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"311","7.912222","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"312","7.999088","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"313","8.003306","192.168.178.1","239.255.255.250","SSDP","335","NOTIFY * HTTP/1.1 "
"314","8.003663","192.168.178.1","239.255.255.250","SSDP","344","NOTIFY * HTTP/1.1 "
"315","8.003663","192.168.178.1","239.255.255.250","SSDP","407","NOTIFY * HTTP/1.1 "
"316","8.004629","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","363","NOTIFY * HTTP/1.1 "
"317","8.005420","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","372","NOTIFY * HTTP/1.1 "
"318","8.005621","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","435","NOTIFY * HTTP/1.1 "
"319","8.006353","192.168.178.1","239.255.255.250","SSDP","344","NOTIFY * HTTP/1.1 "
"320","8.007072","192.168.178.1","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1 "
"321","8.008043","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","372","NOTIFY * HTTP/1.1 "
"322","8.008316","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","411","NOTIFY * HTTP/1.1 "
"323","8.009176","192.168.178.1","239.255.255.250","SSDP","344","NOTIFY * HTTP/1.1 "
"324","8.009696","192.168.178.1","239.255.255.250","SSDP","403","NOTIFY * HTTP/1.1 "
"325","8.010195","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","372","NOTIFY * HTTP/1.1 "
"326","8.010602","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","431","NOTIFY * HTTP/1.1 "
"327","8.011260","192.168.178.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1 "
"328","8.011971","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","399","NOTIFY * HTTP/1.1 "
"329","8.012505","192.168.178.1","239.255.255.250","SSDP","415","NOTIFY * HTTP/1.1 "
"330","8.013581","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","443","NOTIFY * HTTP/1.1 "
"331","8.014349","192.168.178.1","239.255.255.250","SSDP","399","NOTIFY * HTTP/1.1 "
"332","8.015185","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","427","NOTIFY * HTTP/1.1 "
"333","8.015719","192.168.178.1","239.255.255.250","SSDP","397","NOTIFY * HTTP/1.1 "
"334","8.016478","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","425","NOTIFY * HTTP/1.1 "
"335","8.017833","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","439","NOTIFY * HTTP/1.1 "
"336","8.020002","192.168.178.1","239.255.255.250","SSDP","411","NOTIFY * HTTP/1.1 "
"337","8.020002","192.168.178.1","239.255.255.250","SSDP","334","NOTIFY * HTTP/1.1 "
"338","8.020002","192.168.178.1","239.255.255.250","SSDP","343","NOTIFY * HTTP/1.1 "
"339","8.020002","192.168.178.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"340","8.020002","192.168.178.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"341","8.282701","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"342","8.300370","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"343","8.321330","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"344","8.340829","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"345","8.360929","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"346","8.381146","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"347","8.399153","5.200.6.174","192.168.178.42","UDP","176","50004  >  63494 Len=134"
"348","8.418826","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"349","8.438772","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"350","8.439727","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"351","8.447454","192.168.178.42","5.200.6.174","UDP","204","63494  >  50004 Len=162"
"352","8.460864","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"353","8.469690","192.168.178.42","5.200.6.174","UDP","208","63494  >  50004 Len=166"
"354","8.478658","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"355","8.485553","192.168.178.42","5.200.6.174","UDP","214","63494  >  50004 Len=172"
"356","8.503837","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"357","8.507167","192.168.178.42","5.200.6.174","UDP","248","63494  >  50004 Len=206"
"358","8.516923","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"359","8.525027","192.168.178.42","5.200.6.174","UDP","241","63494  >  50004 Len=199"
"360","8.530406","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"361","8.547275","192.168.178.42","5.200.6.174","UDP","231","63494  >  50004 Len=189"
"362","8.556152","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"363","8.569418","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"364","8.580961","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"365","8.586191","192.168.178.42","5.200.6.174","UDP","231","63494  >  50004 Len=189"
"366","8.599231","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"367","8.608828","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"368","8.616841","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   Application specific   subtype=5[Malformed Packet]"
"369","8.616841","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"370","8.617690","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"371","8.617690","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"372","8.617690","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"373","8.618357","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"374","8.618357","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"375","8.618357","5.200.6.174","192.168.178.42","UDP","180","50004  >  63494 Len=138"
"376","8.618357","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"377","8.618894","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"378","8.618894","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"379","8.619388","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"380","8.619388","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"381","8.619388","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"382","8.619388","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"383","8.619732","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=320 Win=182 Len=0"
"384","8.619771","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"385","8.620610","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"386","8.620610","5.200.6.174","192.168.178.42","UDP","175","50004  >  63494 Len=133"
"387","8.620610","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"388","8.629160","192.168.178.42","5.200.6.174","UDP","242","63494  >  50004 Len=200"
"389","8.645687","192.168.178.42","5.200.6.174","UDP","237","63494  >  50004 Len=195"
"390","8.667459","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"391","8.689188","192.168.178.42","5.200.6.174","UDP","233","63494  >  50004 Len=191"
"392","8.706272","192.168.178.42","5.200.6.174","UDP","225","63494  >  50004 Len=183"
"393","8.709932","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"394","8.727196","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"395","8.750177","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"396","8.767053","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"397","8.790173","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"398","8.807524","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"399","8.829546","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"400","8.850941","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"401","8.866923","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"402","8.885354","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"403","8.889009","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"404","8.911168","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"405","9.006881","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"406","9.015597","192.168.178.42","162.159.138.234","TCP","140","[TCP Retransmission] 3420  >  443 [PSH, ACK] Seq=320 Ack=58 Win=1026 Len=86"
"407","9.021903","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"408","9.043786","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"409","9.061938","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"410","9.079615","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"411","9.089980","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"412","9.089980","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"413","9.089980","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"414","9.099715","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"415","9.123971","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"416","9.132899","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"417","9.133325","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=406 Win=182 Len=0"
"418","9.133339","5.200.6.174","192.168.178.42","UDP","152","50004  >  63494 Len=110"
"419","9.133540","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"420","9.133540","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"421","9.133540","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"422","9.133997","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"423","9.134182","5.200.6.174","192.168.178.42","UDP","179","50004  >  63494 Len=137"
"424","9.134416","5.200.6.174","192.168.178.42","UDP","172","50004  >  63494 Len=130"
"425","9.135217","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"426","9.135217","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"427","9.136340","5.200.6.174","192.168.178.42","UDP","177","50004  >  63494 Len=135"
"428","9.137266","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"429","9.137266","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"430","9.137266","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"431","9.137677","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"432","9.138099","162.159.138.234","192.168.178.42","TCP","66","[TCP Dup ACK 417#1] 443  >  3420 [ACK] Seq=58 Ack=406 Win=182 Len=0 SLE=320 SRE=406"
"433","9.138184","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"434","9.138184","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"435","9.138232","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"436","9.138232","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"437","9.139104","5.200.6.174","192.168.178.42","UDP","176","50004  >  63494 Len=134"
"438","9.139104","5.200.6.174","192.168.178.42","UDP","149","50004  >  63494 Len=107"
"439","9.139104","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"440","9.156717","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"441","9.181146","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"442","9.197965","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"443","9.197965","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"444","9.226963","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"445","9.238041","5.200.6.174","192.168.178.42","UDP","156","50004  >  63494 Len=114"
"446","9.263719","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"447","9.280164","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"448","9.299811","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"449","9.322260","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"450","9.337582","5.200.6.174","192.168.178.42","UDP","174","50004  >  63494 Len=132"
"451","9.358686","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"452","9.380657","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"453","9.401695","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"454","9.420274","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"455","9.441260","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"456","9.442138","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"457","9.447331","192.168.178.42","5.200.6.174","UDP","238","63494  >  50004 Len=196"
"458","9.457054","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"459","9.470935","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"460","9.482375","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"461","9.483527","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=492 Win=182 Len=0"
"462","9.487148","192.168.178.42","5.200.6.174","UDP","237","63494  >  50004 Len=195"
"463","9.499986","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"464","9.508392","192.168.178.42","5.200.6.174","UDP","228","63494  >  50004 Len=186"
"465","9.520821","5.200.6.174","192.168.178.42","UDP","146","50004  >  63494 Len=104"
"466","9.530592","192.168.178.42","5.200.6.174","UDP","239","63494  >  50004 Len=197"
"467","9.542509","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"468","9.548171","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"469","9.558976","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"470","9.566422","192.168.178.42","5.200.6.174","UDP","217","63494  >  50004 Len=175"
"471","9.580061","5.200.6.174","192.168.178.42","UDP","151","50004  >  63494 Len=109"
"472","9.587807","192.168.178.42","5.200.6.174","UDP","227","63494  >  50004 Len=185"
"473","9.601870","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"474","9.609366","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"475","9.617262","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"476","9.625833","192.168.178.42","5.200.6.174","UDP","220","63494  >  50004 Len=178"
"477","9.641337","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"478","9.647738","192.168.178.42","5.200.6.174","UDP","235","63494  >  50004 Len=193"
"479","9.660086","5.200.6.174","192.168.178.42","UDP","175","50004  >  63494 Len=133"
"480","9.670247","192.168.178.42","5.200.6.174","UDP","228","63494  >  50004 Len=186"
"481","9.681813","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"482","9.687414","192.168.178.42","5.200.6.174","UDP","226","63494  >  50004 Len=184"
"483","9.703887","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"484","9.708796","192.168.178.42","5.200.6.174","UDP","218","63494  >  50004 Len=176"
"485","9.721960","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"486","9.730397","192.168.178.42","5.200.6.174","UDP","224","63494  >  50004 Len=182"
"487","9.739896","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"488","9.747453","192.168.178.42","5.200.6.174","UDP","217","63494  >  50004 Len=175"
"489","9.751205","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","HTTP","267","GET /igddesc.xml HTTP/1.1 "
"490","9.753794","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","TCP","393","49000  >  4404 [PSH, ACK] Seq=1413 Ack=388 Win=16576 Len=319 [TCP segment of a reassembled PDU]"
"491","9.754277","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","TCP","1514","49000  >  4404 [ACK] Seq=1732 Ack=388 Win=16576 Len=1440 [TCP segment of a reassembled PDU]"
"492","9.754277","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","TCP","1514","49000  >  4404 [ACK] Seq=3172 Ack=388 Win=16576 Len=1440 [TCP segment of a reassembled PDU]"
"493","9.754329","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","TCP","74","4404  >  49000 [ACK] Seq=388 Ack=4612 Win=263424 Len=0"
"494","9.754873","fe80::464e:6dff:fedf:a38a","fe80::59ae:66a4:fbf4:c364","HTTP/XML","606","HTTP/1.1 200 OK "
"495","9.754908","fe80::59ae:66a4:fbf4:c364","fe80::464e:6dff:fedf:a38a","TCP","74","4404  >  49000 [ACK] Seq=388 Ack=5144 Win=262912 Len=0"
"496","9.763846","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"497","9.770099","192.168.178.42","5.200.6.174","UDP","196","63494  >  50004 Len=154"
"498","9.780781","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"499","9.786050","192.168.178.42","5.200.6.174","UDP","184","63494  >  50004 Len=142"
"500","9.798080","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"501","9.807655","192.168.178.42","5.200.6.174","UDP","201","63494  >  50004 Len=159"
"502","9.822899","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"503","9.829411","192.168.178.42","5.200.6.174","UDP","232","63494  >  50004 Len=190"
"504","9.840062","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"505","9.846401","192.168.178.42","5.200.6.174","UDP","232","63494  >  50004 Len=190"
"506","9.857729","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"507","9.868526","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"508","9.880103","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"509","9.885029","192.168.178.42","5.200.6.174","UDP","225","63494  >  50004 Len=183"
"510","9.898325","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"511","9.906052","192.168.178.42","5.200.6.174","RTCP","70","Receiver Report   "
"512","9.907995","192.168.178.42","5.200.6.174","UDP","210","63494  >  50004 Len=168"
"513","9.923286","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"514","9.930125","192.168.178.42","5.200.6.174","UDP","211","63494  >  50004 Len=169"
"515","9.943689","5.200.6.174","192.168.178.42","UDP","153","50004  >  63494 Len=111"
"516","9.945978","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"517","9.962656","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"518","9.968369","192.168.178.42","5.200.6.174","UDP","238","63494  >  50004 Len=196"
"519","9.979208","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"520","9.990197","192.168.178.42","5.200.6.174","UDP","239","63494  >  50004 Len=197"
"521","10.000955","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"522","10.007561","192.168.178.42","5.200.6.174","UDP","237","63494  >  50004 Len=195"
"523","10.022431","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"524","10.025528","192.168.178.42","5.200.6.174","UDP","225","63494  >  50004 Len=183"
"525","10.041802","5.200.6.174","192.168.178.42","UDP","172","50004  >  63494 Len=130"
"526","10.047207","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"527","10.062300","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"528","10.070048","192.168.178.42","5.200.6.174","UDP","219","63494  >  50004 Len=177"
"529","10.078343","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"530","10.085741","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"531","10.101888","5.200.6.174","192.168.178.42","UDP","174","50004  >  63494 Len=132"
"532","10.106475","192.168.178.42","5.200.6.174","UDP","227","63494  >  50004 Len=185"
"533","10.124392","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"534","10.129360","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"535","10.141251","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"536","10.146497","192.168.178.42","5.200.6.174","UDP","234","63494  >  50004 Len=192"
"537","10.156677","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"538","10.168120","192.168.178.42","5.200.6.174","UDP","233","63494  >  50004 Len=191"
"539","10.178647","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"540","10.185675","192.168.178.42","5.200.6.174","UDP","228","63494  >  50004 Len=186"
"541","10.199137","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"542","10.199982","5.200.6.174","192.168.178.42","UDP","155","50004  >  63494 Len=113"
"543","10.206935","192.168.178.42","5.200.6.174","UDP","238","63494  >  50004 Len=196"
"544","10.225273","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"545","10.228472","192.168.178.42","5.200.6.174","UDP","217","63494  >  50004 Len=175"
"546","10.238332","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"547","10.250160","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"548","10.261331","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"549","10.266030","192.168.178.42","5.200.6.174","UDP","216","63494  >  50004 Len=174"
"550","10.270891","192.168.178.24","224.0.0.251","MDNS","152","Standard query 0x0096 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _CA5E8412._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"551","10.282196","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
